loan_amount,income,credit_score,age,status
146500,2040,557,35-44,1
526500,12000,550,35-44,0
426500,0,773,55-64,1
336500,3300,675,45-54,0
166500,2280,772,45-54,1
536500,11400,630,25-34,0
316500,5040,865,35-44,0
346500,5940,741,35-44,0
566500,5340,890,45-54,1
206500,11820,886,55-64,0
126500,3720,599,45-54,0
166500,1800,854,65-74,0
466500,5940,881,55-64,0
226500,3720,889,35-44,0
316500,4260,637,35-44,0
96500,5160,747,65-74,0
86500,4440,669,35-44,0
276500,4680,502,35-44,0
106500,2760,718,45-54,0
126500,7020,772,45-54,0
416500,,756,35-44,0
206500,5160,800,45-54,0
266500,5760,892,65-74,0
166500,2700,829,45-54,1
76500,3120,639,35-44,0
436500,9960,504,55-64,0
296500,4680,644,65-74,0
266500,3300,772,55-64,0
186500,,835,45-54,0
216500,12420,653,55-64,0
116500,2100,625,45-54,1
286500,4140,890,65-74,0
346500,9000,643,35-44,0
216500,2940,835,65-74,0
196500,8880,855,55-64,0
256500,7500,796,25-34,0
286500,4920,847,35-44,1
596500,8640,729,35-44,0
506500,7260,735,35-44,0
96500,1980,832,>74,0
286500,4500,759,55-64,0
166500,2400,696,25-34,0
306500,3900,768,35-44,0
366500,5220,561,35-44,0
356500,4260,588,55-64,0
206500,4260,880,45-54,0
136500,6180,770,35-44,1
676500,13020,665,55-64,0
226500,7020,823,45-54,1
206500,2820,651,35-44,0
476500,9240,696,45-54,0
476500,15300,540,35-44,0
66500,2640,887,35-44,1
336500,5100,637,25-34,0
226500,13560,740,25-34,0
306500,8040,596,55-64,0
96500,3900,637,65-74,1
66500,3060,598,45-54,1
396500,9900,693,55-64,1
186500,1980,890,35-44,1
486500,7980,893,35-44,1
136500,2520,785,65-74,0
76500,3060,880,>74,0
436500,0,835,35-44,1
296500,5160,566,45-54,0
326500,6300,668,35-44,0
86500,960,570,55-64,0
466500,8880,532,45-54,1
406500,12420,773,45-54,1
216500,3000,689,35-44,0
496500,5220,867,65-74,0
366500,4500,705,35-44,1
206500,5640,539,55-64,1
446500,6600,726,55-64,0
176500,2400,899,55-64,1
336500,3900,552,>74,0
86500,2700,502,45-54,0
336500,7500,575,55-64,0
406500,4860,521,45-54,0
246500,8940,520,45-54,0
216500,3120,815,35-44,1
246500,4080,867,65-74,0
86500,6060,629,>74,1
156500,3660,668,55-64,0
416500,9300,606,55-64,1
596500,11520,577,35-44,0
116500,3300,669,25-34,0
496500,6360,853,65-74,0
446500,9060,763,55-64,0
96500,12300,664,35-44,0
186500,3780,575,>74,0
266500,2520,816,65-74,0
466500,6540,749,35-44,0
216500,2700,569,55-64,1
106500,1980,753,55-64,0
316500,5880,837,55-64,0
466500,14400,778,65-74,1
176500,3120,638,35-44,0
356500,4560,698,35-44,0
316500,6660,795,45-54,1
186500,3300,600,65-74,0
256500,3660,698,65-74,0
96500,9300,867,55-64,1
296500,4800,857,25-34,0
286500,4320,543,45-54,0
356500,7560,703,>74,1
156500,3540,891,55-64,0
156500,2220,591,55-64,0
406500,10200,794,25-34,1
326500,14880,645,25-34,0
146500,3300,681,55-64,0
476500,4980,561,45-54,0
56500,1680,761,35-44,1
476500,8340,578,45-54,0
596500,8340,699,35-44,0
126500,1680,615,>74,1
206500,4140,812,35-44,1
386500,6780,694,25-34,1
486500,6180,890,55-64,0
586500,7620,794,45-54,0
376500,12960,663,35-44,0
306500,7500,514,35-44,0
176500,2220,525,25-34,0
166500,2640,633,45-54,0
226500,5940,807,65-74,0
216500,3900,858,45-54,0
276500,,843,35-44,0
206500,7140,612,35-44,0
396500,13920,574,55-64,0
746500,0,830,55-64,1
326500,8940,839,55-64,0
106500,10860,553,45-54,0
376500,,530,55-64,1
156500,4080,604,45-54,0
116500,2280,836,65-74,1
296500,12300,813,55-64,0
196500,2580,759,65-74,1
236500,4860,654,45-54,0
256500,5580,846,35-44,0
426500,6240,832,45-54,0
646500,7260,619,35-44,1
176500,4320,511,35-44,1
196500,9000,757,45-54,0
406500,4980,510,45-54,0
286500,4800,754,55-64,1
196500,0,636,45-54,1
386500,5160,515,45-54,0
486500,15720,782,25-34,0
276500,18000,708,55-64,0
396500,5040,570,45-54,0
236500,5580,593,65-74,0
286500,3480,776,45-54,0
326500,4800,532,35-44,1
206500,4440,667,45-54,0
336500,3840,884,25-34,0
156500,5340,743,45-54,0
246500,4320,720,55-64,1
296500,3120,784,55-64,0
436500,6120,562,65-74,0
386500,7980,715,55-64,0
396500,5760,848,55-64,0
516500,3780,710,>74,1
396500,5940,699,55-64,0
216500,2880,835,35-44,1
596500,15180,610,45-54,0
436500,5340,666,45-54,0
286500,5040,898,55-64,0
336500,3180,855,35-44,0
206500,6060,617,35-44,0
446500,5940,687,65-74,0
206500,2340,593,35-44,0
316500,6900,770,45-54,1
196500,3960,782,65-74,1
316500,6960,823,45-54,0
566500,8460,711,45-54,1
426500,4560,824,25-34,0
586500,7320,660,45-54,1
356500,10080,831,55-64,0
156500,4200,638,45-54,0
326500,4260,823,65-74,0
256500,3840,787,25-34,1
666500,10260,856,45-54,0
126500,2040,681,65-74,0
636500,5700,800,35-44,0
106500,7200,607,35-44,1
726500,15900,604,55-64,1
166500,5760,658,35-44,1
136500,3240,828,55-64,0
406500,12300,600,35-44,0
1036500,54000,693,45-54,0
586500,7800,593,35-44,0
396500,5460,580,35-44,0
596500,13200,822,55-64,1
186500,,803,25-34,0
726500,,734,65-74,0
136500,6120,723,55-64,0
516500,12060,639,35-44,0
96500,4320,745,55-64,0
496500,6780,894,55-64,0
86500,2700,718,55-64,0
456500,12480,663,35-44,0
66500,1440,581,65-74,1
406500,8580,672,35-44,0
276500,8280,740,45-54,1
286500,5580,588,45-54,1
376500,11220,816,35-44,0
406500,8520,527,55-64,0
346500,3900,552,55-64,1
446500,6300,889,35-44,0
636500,6960,864,25-34,1
106500,1860,562,>74,0
506500,7860,744,35-44,1
506500,9480,799,45-54,0
436500,6300,713,45-54,0
196500,4860,571,25-34,1
176500,,824,,1
296500,3060,651,45-54,1
616500,8580,877,45-54,0
706500,20400,648,35-44,0
266500,3420,762,55-64,0
346500,,504,45-54,0
606500,4920,636,65-74,0
136500,8280,617,35-44,1
266500,12960,664,45-54,0
176500,2880,634,25-34,0
386500,5460,513,35-44,0
226500,5040,515,>74,0
476500,5400,578,45-54,0
106500,1560,812,45-54,0
226500,4560,769,25-34,1
286500,6000,672,45-54,0
586500,7560,593,45-54,0
176500,6420,676,45-54,1
396500,6900,557,45-54,0
76500,3660,584,65-74,0
296500,4680,671,45-54,1
326500,1500,698,55-64,1
96500,1860,604,55-64,0
236500,8280,758,35-44,0
456500,6480,531,25-34,1
476500,17940,632,55-64,1
456500,5280,550,55-64,0
696500,7740,853,25-34,0
226500,3480,533,>74,1
506500,8640,857,25-34,0
86500,2220,694,25-34,0
406500,12240,891,55-64,0
916500,20100,652,>74,0
106500,2820,797,55-64,0
416500,4380,840,45-54,0
206500,3000,721,45-54,1
206500,5760,637,45-54,1
246500,6120,832,35-44,1
96500,1440,667,65-74,0
106500,1440,805,35-44,1
716500,,791,65-74,0
456500,10020,546,55-64,0
686500,10020,685,55-64,0
346500,8940,689,65-74,0
326500,5400,614,45-54,0
76500,3300,616,25-34,1
416500,8040,695,45-54,0
256500,4500,530,55-64,0
76500,1500,829,>74,1
276500,7320,505,45-54,0
476500,,572,55-64,0
236500,5400,579,65-74,0
256500,5220,759,65-74,0
586500,16560,595,45-54,0
296500,10620,652,55-64,1
506500,11700,622,45-54,0
226500,3840,583,65-74,0
286500,11400,759,35-44,0
196500,8100,624,45-54,0
196500,3840,685,>74,0
296500,130140,777,65-74,0
586500,6600,502,35-44,0
436500,17940,826,35-44,0
316500,3840,811,>74,0
606500,16620,877,45-54,0
526500,10500,624,25-34,0
726500,19200,791,45-54,0
206500,3360,518,55-64,1
286500,4080,645,65-74,1
206500,6240,765,65-74,0
476500,9120,820,35-44,0
146500,3960,504,55-64,1
356500,6120,582,65-74,0
176500,2940,579,45-54,0
466500,7380,827,25-34,0
156500,2760,528,65-74,0
486500,11100,707,35-44,0
146500,2400,680,>74,0
536500,7200,655,25-34,0
176500,5940,788,55-64,0
276500,4320,779,25-34,0
536500,8160,551,65-74,0
326500,9180,854,25-34,0
386500,,631,35-44,0
286500,3240,660,45-54,0
426500,9900,598,35-44,1
316500,8520,517,25-34,1
286500,8160,678,45-54,0
546500,15000,801,25-34,0
276500,5580,885,45-54,0
666500,9120,858,45-54,1
106500,2400,702,35-44,0
436500,7740,771,55-64,0
266500,3240,636,55-64,0
516500,9420,646,45-54,0
166500,4920,782,65-74,1
246500,3180,711,55-64,1
186500,14100,760,>74,1
216500,4440,637,65-74,0
96500,2820,660,65-74,0
596500,5280,873,55-64,0
316500,5700,836,25-34,0
246500,6780,711,35-44,1
196500,2460,602,65-74,0
236500,4380,620,55-64,0
406500,4320,715,35-44,1
406500,9180,704,35-44,0
636500,11160,747,35-44,0
86500,2160,589,>74,1
726500,14280,847,55-64,0
296500,5940,620,55-64,1
386500,22500,516,45-54,0
336500,4920,503,35-44,1
156500,2460,837,>74,1
186500,2700,548,25-34,0
446500,22080,864,45-54,0
126500,960,706,55-64,1
316500,6360,842,55-64,0
286500,4800,811,55-64,0
506500,13200,844,45-54,1
226500,5040,763,45-54,0
196500,5880,630,35-44,0
476500,3960,800,65-74,0
486500,19740,798,35-44,0
236500,,767,55-64,0
346500,,501,35-44,0
336500,6960,793,25-34,0
326500,,842,55-64,0
266500,4800,868,35-44,0
256500,5400,748,55-64,0
146500,1920,770,65-74,0
676500,9600,629,35-44,0
386500,9900,637,45-54,0
406500,9420,640,35-44,0
1126500,15060,818,45-54,1
146500,4620,550,45-54,0
106500,3240,763,>74,1
616500,19380,533,55-64,0
146500,5940,578,55-64,0
456500,6060,848,>74,0
256500,33600,708,55-64,0
176500,6600,751,45-54,0
206500,5340,581,25-34,0
506500,15840,698,55-64,0
326500,5700,889,55-64,0
346500,5880,879,45-54,0
346500,6180,703,55-64,0
696500,11400,820,25-34,0
296500,,822,>74,0
306500,5460,866,55-64,0
426500,4860,748,65-74,0
546500,,714,55-64,1
96500,1920,861,25-34,1
656500,13380,721,35-44,0
236500,2460,896,65-74,1
216500,5400,837,45-54,0
146500,9120,557,45-54,0
396500,6360,746,45-54,0
176500,4680,884,65-74,0
416500,4920,628,45-54,0
336500,8280,741,65-74,0
446500,0,680,45-54,1
206500,4380,631,35-44,0
206500,4140,773,35-44,1
716500,,586,65-74,0
236500,9000,776,35-44,0
226500,4080,612,45-54,0
146500,3960,713,65-74,0
136500,4320,813,45-54,0
396500,5400,813,25-34,1
486500,,780,45-54,0
276500,2700,742,55-64,0
216500,5400,866,45-54,0
516500,6780,564,35-44,0
526500,6840,758,25-34,0
206500,3600,514,55-64,1
426500,9540,639,>74,1
166500,2400,653,45-54,0
106500,4380,666,65-74,1
196500,2880,759,25-34,0
236500,2760,893,65-74,0
476500,8100,682,25-34,0
406500,6660,818,35-44,1
206500,5700,871,65-74,0
316500,6780,561,45-54,0
256500,2760,604,65-74,0
326500,6840,856,65-74,0
476500,7320,590,65-74,0
526500,7740,537,35-44,0
206500,4560,615,55-64,1
316500,5820,839,55-64,0
186500,4380,894,55-64,1
496500,6180,889,55-64,0
396500,4140,660,45-54,0
296500,9780,554,45-54,0
246500,4080,577,65-74,1
276500,6000,835,25-34,1
356500,5880,803,35-44,1
86500,3000,634,35-44,1
356500,6180,621,45-54,0
436500,12960,803,55-64,0
536500,8940,699,55-64,0
306500,6600,646,>74,0
696500,9480,516,45-54,0
376500,21360,756,45-54,1
186500,8040,635,35-44,0
306500,8160,800,55-64,1
186500,3600,663,45-54,0
276500,4920,587,55-64,1
546500,9300,572,35-44,0
276500,3300,790,25-34,0
226500,4080,808,>74,0
336500,,797,45-54,0
676500,48120,839,55-64,0
346500,10500,795,55-64,1
386500,4980,710,45-54,0
426500,8760,750,45-54,0
366500,4440,812,35-44,1
986500,15600,780,35-44,1
146500,4680,741,55-64,0
276500,4320,838,25-34,0
306500,16800,682,35-44,1
736500,12540,556,45-54,1
256500,5520,775,55-64,0
406500,10680,759,45-54,0
446500,0,827,35-44,1
296500,6180,677,35-44,0
226500,,572,25-34,0
446500,6420,539,45-54,0
106500,2340,664,55-64,0
126500,3240,870,35-44,1
126500,4560,663,55-64,0
486500,11520,834,35-44,1
566500,10020,850,45-54,0
176500,4080,682,65-74,0
176500,4080,672,35-44,0
416500,2340,587,25-34,0
156500,4680,862,35-44,1
186500,5040,840,65-74,1
246500,,827,25-34,0
496500,49560,587,35-44,0
346500,6240,737,45-54,0
206500,6420,760,65-74,0
576500,7260,776,35-44,0
106500,2760,535,65-74,0
106500,1860,872,65-74,0
266500,7560,791,55-64,0
116500,6300,696,<25,1
346500,4560,839,45-54,0
336500,8760,697,35-44,1
656500,12900,654,55-64,1
646500,8760,524,45-54,0
416500,6660,714,35-44,1
206500,3120,743,55-64,1
296500,3600,597,55-64,0
156500,1860,618,>74,0
216500,3720,820,65-74,1
416500,16440,847,25-34,0
76500,1140,531,65-74,1
316500,4800,673,55-64,0
416500,9600,546,35-44,0
576500,9000,608,35-44,0
276500,4740,518,>74,0
456500,,825,25-34,0
316500,8760,727,45-54,0
76500,4500,888,55-64,0
696500,7620,723,45-54,0
246500,8940,691,55-64,0
356500,7920,821,35-44,0
186500,0,838,45-54,1
696500,14340,787,35-44,0
216500,3780,762,55-64,0
276500,7800,657,45-54,0
396500,4680,669,>74,0
596500,7980,818,25-34,0
296500,5340,867,45-54,0
116500,2280,533,55-64,0
286500,5580,733,25-34,0
146500,6900,710,45-54,0
366500,7560,743,65-74,0
586500,17040,603,55-64,0
146500,2400,675,25-34,0
236500,6600,743,45-54,0
666500,16380,689,55-64,0
116500,,784,45-54,0
106500,3360,687,65-74,1
1346500,4380,899,55-64,1
456500,6660,697,45-54,0
296500,13080,738,45-54,0
446500,8160,513,>74,0
606500,10800,627,25-34,1
106500,3240,629,55-64,0
226500,2460,841,65-74,0
56500,2460,661,55-64,1
266500,5220,543,55-64,0
456500,7680,822,45-54,0
346500,3420,789,65-74,0
546500,6780,686,25-34,0
636500,11220,765,25-34,0
396500,5280,897,35-44,0
506500,22080,805,35-44,0
346500,5280,575,45-54,0
126500,3180,690,45-54,0
456500,8940,795,65-74,0
206500,10980,821,35-44,0
196500,7860,805,45-54,0
126500,2100,794,45-54,0
326500,,593,45-54,0
586500,12780,557,35-44,0
76500,1320,681,55-64,1
316500,6000,671,25-34,0
326500,5640,884,>74,0
156500,2460,704,55-64,1
416500,8400,510,45-54,1
256500,5100,504,45-54,0
236500,8700,539,55-64,0
136500,2520,735,25-34,0
276500,6540,597,35-44,0
356500,8460,773,55-64,0
346500,26220,882,55-64,0
156500,2820,685,35-44,0
596500,14700,668,35-44,0
96500,2940,581,55-64,0
646500,9300,591,35-44,0
466500,10980,521,55-64,1
436500,10740,695,35-44,0
356500,4800,515,45-54,0
286500,,879,35-44,0
136500,3000,677,45-54,0
336500,7140,857,35-44,1
326500,3540,792,45-54,0
146500,2520,669,55-64,1
476500,7440,684,45-54,0
76500,2100,703,45-54,0
146500,4500,865,65-74,0
166500,3300,782,35-44,1
286500,6900,727,45-54,0
196500,5040,707,35-44,0
166500,4680,773,55-64,0
236500,4380,796,25-34,0
296500,6360,711,45-54,0
266500,3720,689,55-64,0
466500,0,527,55-64,1
106500,2100,773,45-54,0
436500,15900,862,35-44,0
586500,9180,503,25-34,0
466500,,738,65-74,0
286500,7380,652,55-64,0
486500,6000,830,>74,0
116500,3180,716,55-64,1
256500,6600,731,35-44,0
486500,7740,658,35-44,0
386500,8760,534,45-54,0
396500,3420,642,65-74,0
206500,,741,55-64,0
306500,4020,722,35-44,0
316500,7740,619,35-44,0
186500,2880,743,65-74,1
386500,22080,723,45-54,1
136500,2160,587,55-64,0
356500,8820,561,45-54,0
726500,13740,534,45-54,0
176500,3540,770,25-34,0
326500,8640,897,35-44,0
456500,10320,780,25-34,0
256500,8160,721,45-54,0
296500,7560,557,45-54,0
636500,8460,768,35-44,0
346500,0,755,25-34,1
116500,5820,639,35-44,0
166500,2400,518,25-34,0
556500,3300,808,45-54,1
176500,9720,699,55-64,0
206500,6900,866,35-44,1
166500,2640,682,65-74,0
106500,1920,780,65-74,0
256500,3000,506,45-54,0
136500,3180,898,>74,0
226500,4200,546,45-54,0
686500,18900,542,65-74,0
326500,,766,35-44,0
236500,4140,635,45-54,0
676500,11220,895,25-34,1
356500,5640,666,55-64,0
596500,5760,834,55-64,0
446500,5580,568,35-44,0
166500,4500,570,35-44,0
176500,7740,687,65-74,0
296500,4500,879,25-34,0
296500,7680,768,35-44,0
276500,4740,830,>74,0
206500,6000,776,>74,0
456500,6600,881,45-54,0
236500,5040,667,65-74,0
576500,12600,576,35-44,0
86500,1740,799,>74,1
556500,7320,669,35-44,0
186500,3540,784,25-34,1
266500,9720,822,35-44,1
316500,5760,672,45-54,1
136500,2040,703,35-44,0
296500,3300,717,55-64,1
356500,4500,589,35-44,0
366500,9240,897,65-74,0
186500,0,602,35-44,1
196500,3660,847,45-54,0
186500,2280,879,65-74,1
126500,11580,642,65-74,0
396500,3960,720,35-44,0
256500,3840,546,25-34,0
266500,5700,734,35-44,1
96500,5880,573,>74,0
196500,2340,510,35-44,0
716500,6900,716,>74,0
86500,2400,680,65-74,0
346500,5040,587,45-54,0
276500,2160,648,>74,1
526500,8940,784,45-54,1
226500,9600,556,55-64,0
726500,17340,628,35-44,0
216500,2940,690,<25,0
226500,10500,504,55-64,0
136500,2760,557,25-34,0
366500,,717,45-54,0
656500,8460,664,35-44,0
286500,5640,622,25-34,0
586500,10080,569,45-54,0
916500,10800,723,35-44,1
546500,7140,509,45-54,0
316500,5100,586,25-34,0
746500,6540,871,25-34,0
286500,4980,849,35-44,0
236500,4620,595,55-64,0
376500,8580,693,45-54,0
276500,,783,>74,1
176500,4560,638,45-54,1
216500,2520,858,65-74,0
486500,6480,681,35-44,0
216500,9660,889,45-54,0
486500,11580,855,25-34,0
436500,6720,651,55-64,0
156500,2400,516,55-64,0
466500,6420,813,55-64,0
196500,2040,761,65-74,0
106500,2940,580,55-64,0
686500,8880,889,35-44,0
266500,3600,857,25-34,0
176500,2520,867,55-64,0
256500,2760,626,35-44,1
316500,4440,788,25-34,1
106500,2400,740,55-64,0
126500,,562,35-44,0
56500,3180,520,65-74,0
436500,6300,510,45-54,0
156500,7260,762,65-74,0
126500,7200,756,55-64,0
266500,4800,739,45-54,0
206500,3300,700,25-34,0
316500,6420,722,45-54,0
516500,6360,824,55-64,0
456500,5700,678,35-44,1
456500,7800,563,35-44,0
56500,2700,595,65-74,0
356500,4020,597,35-44,1
206500,4260,866,65-74,0
86500,9840,900,35-44,0
116500,1440,645,55-64,1
486500,7440,505,65-74,0
146500,6060,891,45-54,0
276500,5220,676,25-34,1
186500,3120,710,65-74,0
106500,9060,683,65-74,0
336500,4620,898,45-54,0
96500,3240,542,65-74,1
486500,13320,780,35-44,1
716500,10320,848,25-34,1
336500,8400,700,35-44,1
296500,,557,45-54,0
286500,11400,517,35-44,0
86500,3900,720,65-74,0
386500,7500,815,55-64,0
226500,3780,542,25-34,0
236500,3480,892,55-64,1
146500,2820,515,25-34,0
486500,6660,895,65-74,0
526500,7920,705,35-44,0
266500,9180,579,55-64,0
276500,2880,746,35-44,1
466500,4440,826,55-64,1
156500,6180,838,65-74,0
206500,3660,549,45-54,0
266500,2700,578,55-64,0
456500,16620,604,45-54,0
316500,7200,782,25-34,1
316500,2700,746,25-34,0
386500,7380,514,45-54,1
296500,14820,867,65-74,0
366500,6720,627,55-64,0
396500,4320,854,35-44,0
216500,7080,727,65-74,1
186500,1980,643,45-54,1
636500,6480,751,25-34,0
286500,8580,671,25-34,0
416500,6960,765,>74,0
476500,8940,714,35-44,0
156500,4440,523,65-74,0
336500,4800,530,25-34,0
176500,4680,773,55-64,0
426500,4320,502,65-74,0
216500,7500,773,35-44,0
56500,6000,708,35-44,1
246500,5580,518,45-54,0
166500,3300,841,25-34,0
476500,8280,574,35-44,0
556500,8040,850,55-64,0
256500,3240,719,55-64,0
156500,2820,533,55-64,1
376500,9480,522,35-44,0
376500,6900,718,65-74,0
106500,7860,552,45-54,1
436500,1320,565,55-64,0
546500,10800,882,35-44,0
236500,5460,631,45-54,0
116500,3600,606,45-54,0
326500,5040,672,35-44,0
496500,8640,843,45-54,0
206500,6840,555,55-64,0
156500,2220,780,55-64,0
156500,3360,784,35-44,0
126500,2820,540,45-54,0
186500,2760,605,35-44,0
106500,7260,515,>74,1
206500,4080,735,25-34,0
86500,1800,676,35-44,0
56500,3360,797,55-64,0
186500,6300,680,35-44,0
906500,13980,852,45-54,0
516500,9300,899,25-34,1
226500,0,848,35-44,1
186500,2520,755,25-34,0
386500,8280,558,35-44,0
196500,7200,606,45-54,0
646500,15480,693,45-54,0
226500,2100,634,65-74,1
296500,3420,668,25-34,0
456500,7440,898,45-54,0
696500,7440,629,35-44,0
266500,9000,568,45-54,0
326500,5160,735,55-64,0
186500,8220,812,55-64,0
516500,4920,801,55-64,1
356500,5880,691,55-64,0
456500,6960,539,45-54,0
356500,,899,45-54,0
86500,1380,511,45-54,0
796500,10740,568,65-74,0
256500,19260,668,25-34,0
466500,5880,532,35-44,0
436500,6420,704,25-34,1
246500,,670,55-64,0
116500,5100,729,55-64,0
306500,4200,610,35-44,0
426500,8040,682,65-74,0
346500,6600,505,55-64,0
586500,8040,844,35-44,0
106500,4080,590,55-64,1
186500,2880,611,35-44,0
316500,4800,830,35-44,0
306500,6120,789,55-64,0
366500,6540,612,35-44,0
276500,0,831,35-44,1
296500,3540,523,65-74,0
486500,6420,703,55-64,0
166500,3900,617,55-64,0
236500,3480,688,55-64,0
496500,,888,35-44,0
486500,10800,609,45-54,0
246500,5100,582,45-54,0
536500,7500,805,65-74,0
416500,6720,607,65-74,0
86500,4740,827,45-54,0
466500,11820,584,45-54,0
426500,5940,513,>74,0
116500,2820,752,55-64,1
146500,30780,893,55-64,0
456500,8760,619,35-44,0
296500,7020,648,45-54,0
306500,7200,688,>74,1
606500,20400,873,45-54,1
236500,4260,860,55-64,0
426500,5880,684,35-44,0
246500,51240,688,55-64,0
726500,11340,612,<25,0
306500,7260,859,25-34,0
276500,6660,577,35-44,0
476500,10560,691,25-34,0
256500,6060,875,45-54,1
156500,11160,854,45-54,0
336500,5400,500,45-54,1
326500,,855,45-54,0
266500,6240,858,55-64,0
346500,5040,522,55-64,1
226500,4260,579,55-64,0
376500,14100,691,35-44,0
336500,12660,689,45-54,0
646500,10560,552,25-34,0
106500,1980,743,>74,0
486500,10980,641,45-54,0
206500,4440,601,65-74,0
846500,9540,821,55-64,1
306500,4920,843,45-54,0
146500,6540,734,45-54,0
276500,6060,849,45-54,0
266500,4680,568,35-44,0
306500,4740,816,25-34,1
156500,2100,652,45-54,1
406500,,629,35-44,0
576500,13980,875,55-64,0
346500,3480,552,35-44,0
86500,2880,636,45-54,0
336500,10380,671,45-54,0
336500,9300,708,35-44,0
196500,2880,504,25-34,0
606500,8220,564,35-44,0
276500,3300,815,55-64,0
786500,13380,712,45-54,1
286500,6060,517,55-64,0
196500,5520,718,35-44,0
236500,3600,868,45-54,1
276500,4200,571,65-74,0
296500,3900,840,35-44,0
356500,,866,25-34,0
116500,1740,798,45-54,0
246500,3840,663,35-44,1
286500,3960,622,55-64,1
466500,12840,605,45-54,0
366500,8220,670,35-44,0
296500,2700,511,45-54,0
186500,2820,560,>74,0
616500,9120,746,35-44,0
96500,2640,536,>74,1
416500,10080,803,35-44,1
116500,,804,,1
406500,19440,703,55-64,1
376500,8400,672,35-44,0
116500,2520,532,45-54,0
656500,9780,554,65-74,0
386500,,726,25-34,0
176500,3120,856,65-74,1
506500,14400,540,35-44,0
696500,,529,25-34,0
326500,4080,747,25-34,0
406500,11100,832,55-64,0
86500,1440,521,65-74,0
126500,5520,885,35-44,0
346500,4980,740,25-34,0
366500,3180,713,45-54,1
526500,6900,588,35-44,1
166500,3240,812,25-34,1
186500,9240,540,55-64,0
296500,4560,890,55-64,1
646500,7680,858,55-64,1
256500,15360,605,>74,0
106500,2100,857,45-54,0
376500,8100,679,45-54,0
156500,5580,847,45-54,0
316500,5880,833,45-54,0
136500,6180,640,55-64,0
286500,4200,777,55-64,0
